cidade,uf,regiao,codmun,pop_dou_2017,Jornal,Online,Rádio,Revista,Televisão,tipos_existentes,total_fontes,fontes_100k_hab
ALTAMIRA DO MARANHÃO,MA,Nordeste,2100402,8070,0,0,0,0,0,Nenhum,0,0
ALTAMIRA DO PARANÁ,PR,Sul,4100459,2948,0,0,0,0,1,Um,1,33.921302578019
ALTANEIRA,CE,Nordeste,2300606,7479,0,0,0,0,0,Nenhum,0,0
ALTEROSA,MG,Sudeste,3102001,14551,0,0,1,0,0,Um,1,6.87237990516116
ALTINHO,PE,Nordeste,2600807,22896,0,0,0,0,1,Um,1,4.3675751222921
ALTINÓPOLIS,SP,Sudeste,3501004,16219,1,0,2,0,1,Vários,4,24.6624329490104
ALTO ALEGRE,RR,Norte,1400050,15933,0,0,0,0,1,Um,1,6.27628193058432
ALTO ALEGRE,RS,Sul,4300554,1803,0,0,0,0,0,Nenhum,0,0
ALTO ALEGRE,SP,Sudeste,3501103,4154,0,0,0,0,0,Nenhum,0,0
ALTO ALEGRE DO MARANHÃO,MA,Nordeste,2100436,26872,0,0,0,0,0,Nenhum,0,0
ALTO ALEGRE DO PINDARÉ,MA,Nordeste,2100477,31312,0,0,0,0,0,Nenhum,0,0
ALTO ALEGRE DOS PARECIS,RO,Norte,1100379,14045,0,0,0,0,0,Nenhum,0,0
ALTO ARAGUAIA,MT,Centro-Oeste,5100300,18164,0,0,2,0,1,Vários,3,16.5161858621449
ALTO BELA VISTA,SC,Sul,4200754,1967,0,0,0,0,0,Nenhum,0,0
ALTO BOA VISTA,MT,Centro-Oeste,5100359,6466,0,0,0,0,0,Nenhum,0,0
ALTO CAPARAÓ,MG,Sudeste,3102050,5791,0,0,0,0,0,Nenhum,0,0
ALTO DO RODRIGUES,RN,Nordeste,2400703,14365,0,0,0,0,0,Nenhum,0,0
ALTO FELIZ,RS,Sul,4300570,3040,0,0,0,0,0,Nenhum,0,0
ALTO GARÇAS,MT,Centro-Oeste,5100409,11532,0,0,0,0,1,Um,1,8.67152271938953
ALTO HORIZONTE,GO,Centro-Oeste,5200555,5784,0,0,0,0,0,Nenhum,0,0
ALTO JEQUITIBÁ,MG,Sudeste,3153509,8522,0,0,0,0,0,Nenhum,0,0
ALTO LONGÁ,PI,Nordeste,2200301,14070,0,0,0,0,0,Nenhum,0,0
ALTO PARAGUAI,MT,Centro-Oeste,5100508,10921,0,0,0,0,0,Nenhum,0,0
ALTO PARAÍSO,PR,Sul,4128625,2998,0,0,0,0,0,Nenhum,0,0
ALTO PARAÍSO,RO,Norte,1100403,20916,0,0,0,0,0,Nenhum,0,0
ALTO PARAÍSO DE GOIÁS,GO,Centro-Oeste,5200605,7514,1,1,0,0,0,Vários,2,26.6169816342827
ALTO PARANÁ,PR,Sul,4100608,14693,0,0,1,0,1,Vários,2,13.6119240454638
ALTO PARNAÍBA,MA,Nordeste,2100501,11001,0,0,0,0,1,Um,1,9.09008271975275
ALTO PIQUIRI,PR,Sul,4100707,10222,0,0,1,0,1,Vários,2,19.5656427313637
ALTO RIO DOCE,MG,Sudeste,3102100,11693,0,0,0,0,2,Um,2,17.1042504062259
ALTO RIO NOVO,ES,Sudeste,3200359,8022,0,0,0,0,0,Nenhum,0,0
ALTO SANTO,CE,Nordeste,2300705,16976,0,0,0,0,0,Nenhum,0,0
ALTO TAQUARI,MT,Centro-Oeste,5100607,10246,0,0,0,0,0,Nenhum,0,0
ALTÔNIA,PR,Sul,4100509,21988,0,2,1,0,0,Vários,3,13.6438057122067
ALTOS,PI,Nordeste,2200400,39864,0,0,2,0,1,Vários,3,7.52558699578567
ALUMÍNIO,SP,Sudeste,3501152,18324,2,0,0,0,0,Um,2,10.9146474568871
ALVARÃES,AM,Norte,1300029,15908,0,0,0,0,0,Nenhum,0,0
ALVARENGA,MG,Sudeste,3102209,4199,0,0,0,0,1,Um,1,23.8151940938319
ÁLVARES FLORENCE,SP,Sudeste,3501202,3795,0,0,0,0,0,Nenhum,0,0
ÁLVARES MACHADO,SP,Sudeste,3501301,24813,0,0,0,0,0,Nenhum,0,0
ÁLVARO DE CARVALHO,SP,Sudeste,3501400,5119,0,0,0,0,0,Nenhum,0,0
ALVINLÂNDIA,SP,Sudeste,3501509,3196,0,0,0,0,0,Nenhum,0,0
ALVINÓPOLIS,MG,Sudeste,3102308,15599,0,0,0,0,1,Um,1,6.41066735047118
ALVORADA,RS,Sul,4300604,208177,7,1,1,0,0,Vários,9,4.32324416241948
ALVORADA,TO,Norte,1700707,8516,0,0,0,0,0,Nenhum,0,0
ALVORADA D'OESTE,RO,Norte,1100346,16747,1,0,0,0,0,Um,1,5.97121872574192
ALVORADA DE MINAS,MG,Sudeste,3102407,3673,0,0,0,0,1,Um,1,27.2257010618023
ALVORADA DO GURGUÉIA,PI,Nordeste,2200459,5326,0,0,0,0,0,Nenhum,0,0
ALVORADA DO NORTE,GO,Centro-Oeste,5200803,8645,0,0,0,0,1,Um,1,11.5673799884326
ALVORADA DO SUL,PR,Sul,4100806,11237,0,0,0,0,0,Nenhum,0,0
AMAJARI,RR,Norte,1400027,11560,0,0,0,0,0,Nenhum,0,0
AMAMBAI,MS,Centro-Oeste,5000609,38465,2,0,1,0,1,Vários,4,10.3990640842324
AMAPÁ,AP,Norte,1600105,8757,0,0,0,0,0,Nenhum,0,0
AMAPÁ DO MARANHÃO,MA,Nordeste,2100550,6895,0,0,0,0,0,Nenhum,0,0
AMAPORÃ,PR,Sul,4100905,6084,0,0,0,0,0,Nenhum,0,0
AMARAJI,PE,Nordeste,2600906,22726,0,0,0,0,0,Nenhum,0,0
AMARAL FERRADOR,RS,Sul,4300638,6854,0,0,1,0,0,Um,1,14.5900204260286
AMARALINA,GO,Centro-Oeste,5200829,3754,0,0,0,0,0,Nenhum,0,0
AMARANTE,PI,Nordeste,2200509,17322,0,0,1,0,0,Um,1,5.7730054266251
AMARANTE DO MARANHÃO,MA,Nordeste,2100600,41106,0,0,0,0,1,Um,1,2.43273488055272
AMARGOSA,BA,Nordeste,2901007,38259,0,0,1,0,1,Vários,2,5.22752816330798
AMATURÁ,AM,Norte,1300060,11242,0,0,0,0,0,Nenhum,0,0
AMÉLIA RODRIGUES,BA,Nordeste,2901106,26409,0,0,2,0,0,Um,2,7.57317581127646
AMÉRICA DOURADA,BA,Nordeste,2901155,16798,0,0,1,0,0,Um,1,5.95308965353018
AMERICANA,SP,Sudeste,3501608,233868,2,2,5,0,3,Vários,12,5.13109959464313
AMERICANO DO BRASIL,GO,Centro-Oeste,5200852,6018,0,0,0,0,0,Nenhum,0,0
AMÉRICO BRASILIENSE,SP,Sudeste,3501707,39189,0,0,0,0,0,Nenhum,0,0
AMÉRICO DE CAMPOS,SP,Sudeste,3501806,5967,0,0,0,0,1,Um,1,16.7588402882521
AMETISTA DO SUL,RS,Sul,4300646,7576,0,0,0,0,0,Nenhum,0,0
AMONTADA,CE,Nordeste,2300754,42901,0,0,2,0,0,Um,2,4.66189599310039
AMORINÓPOLIS,GO,Centro-Oeste,5200902,3408,0,0,0,0,0,Nenhum,0,0
AMPARO,PB,Nordeste,2500734,2246,0,0,0,0,0,Nenhum,0,0
AMPARO,SP,Sudeste,3501905,71193,2,0,5,0,1,Vários,8,11.2370598232972
AMPARO DE SÃO FRANCISCO,SE,Nordeste,2800100,2390,0,0,0,0,0,Nenhum,0,0
AMPARO DO SERRA,MG,Sudeste,3102506,4924,0,0,0,0,1,Um,1,20.3086921202275
AMPÉRE,PR,Sul,4101002,18886,0,0,1,0,0,Um,1,5.2949274594938
ANADIA,AL,Nordeste,2700201,17818,0,0,0,0,1,Um,1,5.61230216634864
ANAGÉ,BA,Nordeste,2901205,19568,0,0,0,0,1,Um,1,5.11038430089943
ANAHY,PR,Sul,4101051,2901,0,0,0,0,0,Nenhum,0,0
ANAJÁS,PA,Norte,1500701,28466,0,0,0,0,0,Nenhum,0,0
ANAJATUBA,MA,Nordeste,2100709,27352,0,0,0,0,1,Um,1,3.65603977771278
ANALÂNDIA,SP,Sudeste,3502002,4845,0,0,0,0,0,Nenhum,0,0
ANAMÃ,AM,Norte,1300086,12978,0,0,0,0,0,Nenhum,0,0
ANANÁS,TO,Norte,1701002,9749,0,0,0,0,0,Nenhum,0,0
ANANINDEUA,PA,Norte,1500800,516057,0,1,1,0,1,Vários,3,0.581331132026113
ANÁPOLIS,GO,Centro-Oeste,5201108,375142,7,2,7,0,3,Vários,19,5.06474881511534
ANAPU,PA,Norte,1500859,27096,0,0,0,0,0,Nenhum,0,0
ANAPURUS,MA,Nordeste,2100808,15696,0,0,0,0,0,Nenhum,0,0
ANASTÁCIO,MS,Centro-Oeste,5000708,24954,0,0,1,0,1,Vários,2,8.0147471347279
ANAURILÂNDIA,MS,Centro-Oeste,5000807,8927,0,0,0,0,0,Nenhum,0,0
ANCHIETA,ES,Sudeste,3200409,28546,3,0,0,0,1,Vários,4,14.0124710992784
ANCHIETA,SC,Sul,4200804,5832,0,0,0,0,1,Um,1,17.1467764060357
ANDARAÍ,BA,Nordeste,2901304,13737,0,0,0,0,1,Um,1,7.27960981291403
ANDIRÁ,PR,Sul,4101101,20769,2,0,3,0,0,Vários,5,24.0743415667582
ANDORINHA,BA,Nordeste,2901353,15490,0,0,0,0,0,Nenhum,0,0
ANDRADAS,MG,Sudeste,3102605,40706,2,0,2,0,2,Vários,6,14.7398417923648
ANDRADINA,SP,Sudeste,3502101,57350,7,3,6,1,1,Vários,18,31.386224934612
ANDRÉ DA ROCHA,RS,Sul,4300661,1306,0,0,0,0,1,Um,1,76.5696784073507
ANDRELÂNDIA,MG,Sudeste,3102803,12507,0,0,1,0,0,Um,1,7.99552250739586
ANGATUBA,SP,Sudeste,3502200,24634,1,0,0,0,1,Vários,2,8.11886011204027
ANGELÂNDIA,MG,Sudeste,3102852,8541,0,0,0,0,0,Nenhum,0,0
ANGÉLICA,MS,Centro-Oeste,5000856,10458,0,0,0,0,0,Nenhum,0,0
ANGELIM,PE,Nordeste,2601003,11045,0,0,0,0,0,Nenhum,0,0
ANGELINA,SC,Sul,4200903,4943,0,0,0,0,1,Um,1,20.2306291725673
ANGICAL,BA,Nordeste,2901403,14690,0,0,0,0,0,Nenhum,0,0
ANGICAL DO PIAUÍ,PI,Nordeste,2200608,6684,0,0,0,0,0,Nenhum,0,0
ANGICO,TO,Norte,1701051,3423,0,0,0,0,0,Nenhum,0,0
ANGICOS,RN,Nordeste,2400802,11909,0,0,0,0,1,Um,1,8.39701066420354
ANGRA DOS REIS,RJ,Sudeste,3300100,194619,5,0,3,0,2,Vários,10,5.13824446739527
ANGUERA,BA,Nordeste,2901502,11481,0,0,0,0,0,Nenhum,0,0
ÂNGULO,PR,Sul,4101150,2974,0,0,0,0,0,Nenhum,0,0
ANHANGUERA,GO,Centro-Oeste,5201207,1126,0,0,0,0,1,Um,1,88.809946714032
ANHEMBI,SP,Sudeste,3502309,6484,0,0,0,0,0,Nenhum,0,0
ANHUMAS,SP,Sudeste,3502408,4053,0,0,0,0,0,Nenhum,0,0
ANICUNS,GO,Centro-Oeste,5201306,21746,0,0,0,0,1,Um,1,4.5985468591925
ANÍSIO DE ABREU,PI,Nordeste,2200707,9705,0,0,0,0,0,Nenhum,0,0
ANITA GARIBALDI,SC,Sul,4201000,7537,1,0,0,0,1,Vários,2,26.5357569324665
ANITÁPOLIS,SC,Sul,4201109,3248,0,0,0,0,1,Um,1,30.7881773399015
ANORI,AM,Norte,1300102,20196,0,0,1,0,0,Um,1,4.95147553971083
ANTA GORDA,RS,Sul,4300703,6210,0,0,0,0,0,Nenhum,0,0
ANTAS,BA,Nordeste,2901601,19569,0,0,0,0,0,Nenhum,0,0
ANTONINA,PR,Sul,4101200,19420,1,0,1,0,0,Vários,2,10.2986611740474
ANTONINA DO NORTE,CE,Nordeste,2300804,7278,0,0,0,0,0,Nenhum,0,0
ANTÔNIO ALMEIDA,PI,Nordeste,2200806,3114,0,0,0,0,0,Nenhum,0,0
ANTÔNIO CARDOSO,BA,Nordeste,2901700,12208,0,0,0,0,0,Nenhum,0,0
ANTÔNIO CARLOS,MG,Sudeste,3102902,11608,0,0,0,0,0,Nenhum,0,0
ANTÔNIO CARLOS,SC,Sul,4201208,8327,0,0,0,0,0,Nenhum,0,0
ANTÔNIO DIAS,MG,Sudeste,3103009,9637,0,0,0,0,1,Um,1,10.3766732385597
ANTÔNIO GONÇALVES,BA,Nordeste,2901809,12072,0,0,0,0,0,Nenhum,0,0
ANTÔNIO JOÃO,MS,Centro-Oeste,5000906,8808,0,0,0,0,1,Um,1,11.3533151680291
ANTÔNIO MARTINS,RN,Nordeste,2400901,7237,0,0,0,0,0,Nenhum,0,0
ANTÔNIO OLINTO,PR,Sul,4101309,7587,0,0,0,0,0,Nenhum,0,0
ANTÔNIO PRADO,RS,Sul,4300802,13306,1,0,2,0,1,Vários,4,30.0616263339847
ANTÔNIO PRADO DE MINAS,MG,Sudeste,3103108,1664,0,0,0,0,1,Um,1,60.0961538461538
APARECIDA,PB,Nordeste,2500775,8430,0,0,0,0,0,Nenhum,0,0
APARECIDA,SP,Sudeste,3502507,36279,1,0,2,0,2,Vários,5,13.782077786047
APARECIDA D'OESTE,SP,Sudeste,3502606,4329,0,0,0,0,0,Nenhum,0,0
APARECIDA DE GOIÂNIA,GO,Centro-Oeste,5201405,542090,11,4,2,0,2,Vários,19,3.50495305207622
APARECIDA DO RIO DOCE,GO,Centro-Oeste,5201454,2517,0,0,0,0,0,Nenhum,0,0
APARECIDA DO RIO NEGRO,TO,Norte,1701101,4726,0,0,0,0,0,Nenhum,0,0
APARECIDA DO TABOADO,MS,Centro-Oeste,5001003,25072,2,0,1,0,1,Vários,4,15.9540523292916
APERIBÉ,RJ,Sudeste,3300159,11292,0,0,0,0,0,Nenhum,0,0
APIACÁ,ES,Sudeste,3200508,7932,0,0,0,0,1,Um,1,12.6071608673727
APIACÁS,MT,Centro-Oeste,5100805,9694,0,0,0,0,0,Nenhum,0,0
APIAÍ,SP,Sudeste,3502705,24945,1,0,1,0,1,Vários,3,12.0264582080577
APICUM-AÇU,MA,Nordeste,2100832,18374,0,0,0,0,1,Um,1,5.44247305975835
APIÚNA,SC,Sul,4201257,10542,2,0,0,0,1,Vários,3,28.4575981787137
APODI,RN,Nordeste,2401008,36323,0,0,2,0,1,Vários,3,8.25922968917765
APORÁ,BA,Nordeste,2901908,18334,0,0,0,0,0,Nenhum,0,0
APORÉ,GO,Centro-Oeste,5201504,4143,0,0,0,0,1,Um,1,24.1370987207338
APUAREMA,BA,Nordeste,2901957,7730,0,0,0,0,0,Nenhum,0,0
APUCARANA,PR,Sul,4101408,132691,5,1,4,0,2,Vários,12,9.04356738588148
APUÍ,AM,Norte,1300144,21406,0,0,0,0,0,Nenhum,0,0
APUIARÉS,CE,Nordeste,2300903,14719,0,0,0,0,0,Nenhum,0,0
AQUIDABÃ,SE,Nordeste,2800209,21589,0,0,0,0,0,Nenhum,0,0
AQUIDAUANA,MS,Centro-Oeste,5001102,47482,2,2,3,0,1,Vários,8,16.8484899540879
AQUIRAZ,CE,Nordeste,2301000,79128,0,0,1,0,0,Um,1,1.26377514912547
ARABUTÃ,SC,Sul,4201273,4281,0,0,0,0,1,Um,1,23.3590282644242
ARAÇAGI,PB,Nordeste,2500809,17003,0,0,0,0,0,Nenhum,0,0
ARAÇAÍ,MG,Sudeste,3103207,2368,0,0,0,0,0,Nenhum,0,0
ARACAJU,SE,Nordeste,2800308,650106,5,14,15,0,4,Vários,38,5.84520062882053
ARAÇARIGUAMA,SP,Sudeste,3502754,21038,0,0,0,0,0,Nenhum,0,0
ARAÇAS,BA,Nordeste,2902054,12608,0,0,0,0,0,Nenhum,0,0
ARACATI,CE,Nordeste,2301109,73629,0,0,4,0,1,Vários,5,6.79080253704383
ARACATU,BA,Nordeste,2902005,13962,0,0,0,0,0,Nenhum,0,0
ARAÇATUBA,SP,Sudeste,3502804,194874,2,2,7,0,2,Vários,13,6.670977144206
ARACI,BA,Nordeste,2902104,55935,1,0,0,0,0,Um,1,1.78778939840887
ARACITABA,MG,Sudeste,3103306,2111,0,0,0,0,1,Um,1,47.3709142586452
ARACOIABA,CE,Nordeste,2301208,26269,0,0,0,0,0,Nenhum,0,0
ARAÇOIABA,PE,Nordeste,2601052,20268,0,0,0,0,0,Nenhum,0,0
ARAÇOIABA DA SERRA,SP,Sudeste,3502903,32495,0,0,0,0,0,Nenhum,0,0
ARACRUZ,ES,Sudeste,3200607,98393,1,0,1,0,0,Vários,2,2.03266492535038
ARAÇU,GO,Centro-Oeste,5201603,3731,0,0,0,0,0,Nenhum,0,0
ARAÇUAÍ,MG,Sudeste,3103405,37361,0,0,1,0,0,Um,1,2.67658788576323
ARAGARÇAS,GO,Centro-Oeste,5201702,19884,1,0,1,0,0,Vários,2,10.0583383625025
ARAGOIÂNIA,GO,Centro-Oeste,5201801,9765,0,0,0,0,0,Nenhum,0,0
ARAGOMINAS,TO,Norte,1701309,5865,0,0,0,0,0,Nenhum,0,0
ARAGUACEMA,TO,Norte,1701903,7003,0,0,0,0,0,Nenhum,0,0
ARAGUAÇU,TO,Norte,1702000,8692,0,0,0,0,0,Nenhum,0,0
ARAGUAIANA,MT,Centro-Oeste,5101001,3036,0,0,0,0,0,Nenhum,0,0
ARAGUAÍNA,TO,Norte,1702109,175960,1,1,4,0,5,Vários,11,6.25142077744942
ARAGUAINHA,MT,Centro-Oeste,5101209,931,0,0,0,0,1,Um,1,107.411385606874
ARAGUANÃ,MA,Nordeste,2100873,15332,0,0,0,0,0,Nenhum,0,0
ARAGUANÃ,TO,Norte,1702158,5645,0,0,0,0,0,Nenhum,0,0
ARAGUAPAZ,GO,Centro-Oeste,5202155,7862,0,0,0,0,1,Um,1,12.7194098193844
ARAGUARI,MG,Sudeste,3103504,117445,7,1,5,0,1,Vários,14,11.920473413087
ARAGUATINS,TO,Norte,1702208,35216,0,1,1,0,0,Vários,2,5.6792367105861
ARAIOSES,MA,Nordeste,2100907,46074,0,0,0,0,1,Um,1,2.17042149585449
ARAL MOREIRA,MS,Centro-Oeste,5001243,11771,0,1,0,0,1,Vários,2,16.9909098632232
ARAMARI,BA,Nordeste,2902203,11703,0,0,1,0,0,Um,1,8.54481756814492
ARAMBARÉ,RS,Sul,4300851,3748,0,0,0,0,0,Nenhum,0,0
ARAME,MA,Nordeste,2100956,32145,0,0,0,0,0,Nenhum,0,0
ARAMINA,SP,Sudeste,3503000,5552,0,0,0,0,0,Nenhum,0,0
ARANDU,SP,Sudeste,3503109,6368,0,0,0,0,1,Um,1,15.7035175879397
ARANTINA,MG,Sudeste,3103603,2873,0,0,0,0,1,Um,1,34.8068221371389
ARAPEÍ,SP,Sudeste,3503158,2509,0,0,0,0,0,Nenhum,0,0
ARAPIRACA,AL,Nordeste,2700300,234185,2,3,5,0,1,Vários,11,4.69714114909153
ARAPOEMA,TO,Norte,1702307,6756,0,0,1,0,1,Vários,2,29.603315571344
ARAPONGA,MG,Sudeste,3103702,8544,0,0,0,0,1,Um,1,11.7041198501873
ARAPONGAS,PR,Sul,4101507,118477,2,0,5,0,2,Vários,9,7.59641111776969
ARAPORÃ,MG,Sudeste,3103751,6774,0,0,1,0,0,Um,1,14.7623265426631
ARAPOTI,PR,Sul,4101606,27906,0,0,2,0,0,Um,2,7.16691750877947
ARAPUÁ,MG,Sudeste,3103801,2883,0,0,0,0,1,Um,1,34.6860908775581
ARAPUÃ,PR,Sul,4101655,3343,0,0,0,0,0,Nenhum,0,0
ARAPUTANGA,MT,Centro-Oeste,5101258,16223,0,0,2,0,0,Um,2,12.3281760463539
ARAQUARI,SC,Sul,4201307,35268,1,0,0,0,0,Um,1,2.83543155268232
ARARA,PB,Nordeste,2500908,13538,0,0,0,0,0,Nenhum,0,0
ARARANGUÁ,SC,Sul,4201406,67110,9,0,3,0,1,Vários,13,19.3711816420802
ARARAQUARA,SP,Sudeste,3503208,230770,5,6,4,0,3,Vários,18,7.79997400008667
ARARAS,SP,Sudeste,3503307,131282,2,1,6,0,2,Vários,11,8.37890952301153
ARARENDÁ,CE,Nordeste,2301257,10823,0,0,0,0,0,Nenhum,0,0
ARARI,MA,Nordeste,2101004,29388,0,0,0,0,0,Nenhum,0,0
ARARICÁ,RS,Sul,4300877,5395,0,0,0,0,0,Nenhum,0,0
ARARIPE,CE,Nordeste,2301307,21398,0,0,0,0,0,Nenhum,0,0
ARARIPINA,PE,Nordeste,2601102,83757,2,0,4,0,1,Vários,7,8.35751041703977
ARARUAMA,RJ,Sudeste,3300209,126742,10,0,1,0,1,Vários,12,9.46805321045904
ARARUNA,PB,Nordeste,2501005,20418,0,1,1,0,0,Vários,2,9.79527867567832
ARARUNA,PR,Sul,4101705,14098,0,0,0,0,0,Nenhum,0,0
ARATACA,BA,Nordeste,2902252,11661,0,0,1,0,0,Um,1,8.5755938598748
ARATIBA,RS,Sul,4300901,6601,0,0,3,0,1,Vários,4,60.5968792607181
ARATUBA,CE,Nordeste,2301406,11244,0,0,0,0,0,Nenhum,0,0
ARATUÍPE,BA,Nordeste,2902302,9171,0,0,0,0,0,Nenhum,0,0
ARAUÁ,SE,Nordeste,2800407,10362,0,0,0,0,0,Nenhum,0,0
ARAUCÁRIA,PR,Sul,4101804,137452,2,0,1,0,1,Vários,4,2.91010680091959
ARAÚJOS,MG,Sudeste,3103900,8996,0,0,0,0,0,Nenhum,0,0
ARAXÁ,MG,Sudeste,3104007,104283,4,3,3,0,2,Vários,12,11.5071488162021
ARCEBURGO,MG,Sudeste,3104106,10578,0,0,0,0,0,Nenhum,0,0
ARCO-ÍRIS,SP,Sudeste,3503356,1856,0,0,0,0,0,Nenhum,0,0
ARCOS,MG,Sudeste,3104205,39811,3,0,4,0,1,Vários,8,20.0949486322876
ARCOVERDE,PE,Nordeste,2601201,73667,1,0,3,0,0,Vários,4,5.42983968398333
AREADO,MG,Sudeste,3104304,14956,0,0,1,0,1,Vários,2,13.3725595078898
AREAL,RJ,Sudeste,3300225,12143,0,0,0,0,0,Nenhum,0,0
AREALVA,SP,Sudeste,3503406,8452,0,0,0,0,1,Um,1,11.831519167061
AREIA,PB,Nordeste,2501104,22776,0,0,2,0,2,Vários,4,17.5623463294696
AREIA BRANCA,RN,Nordeste,2401107,27401,0,0,1,0,0,Um,1,3.64950184299843
AREIA BRANCA,SE,Nordeste,2800506,18489,0,0,0,0,0,Nenhum,0,0
AREIA DE BARAÚNAS,PB,Nordeste,2501153,2126,0,0,0,0,0,Nenhum,0,0
AREIAL,PB,Nordeste,2501203,6975,0,0,0,0,1,Um,1,14.336917562724
AREIAS,SP,Sudeste,3503505,3879,0,0,0,0,1,Um,1,25.779840164991
AREIÓPOLIS,SP,Sudeste,3503604,11107,0,0,0,0,1,Um,1,9.00333123255605
ARENÁPOLIS,MT,Centro-Oeste,5101308,9455,0,0,1,0,0,Um,1,10.5764145954521
ARENÓPOLIS,GO,Centro-Oeste,5202353,2957,0,0,0,0,1,Um,1,33.8180588434224
ARÊS,RN,Nordeste,2401206,14307,0,0,0,0,1,Um,1,6.98958551757881
ARGIRITA,MG,Sudeste,3104403,2859,0,0,0,0,1,Um,1,34.9772647778944
ARICANDUVA,MG,Sudeste,3104452,5192,0,0,0,0,0,Nenhum,0,0
ARINOS,MG,Sudeste,3104502,18243,0,0,0,0,1,Um,1,5.48155456887573
ARIPUANÃ,MT,Centro-Oeste,5101407,21357,0,0,0,0,0,Nenhum,0,0
ARIQUEMES,RO,Norte,1100023,107345,3,4,2,0,2,Vários,11,10.2473333643859
ARIRANHA,SP,Sudeste,3503703,9451,0,0,0,0,0,Nenhum,0,0
ARIRANHA DO IVAÍ,PR,Sul,4101853,2301,0,0,0,0,0,Nenhum,0,0
ARMAÇÃO DOS BÚZIOS,RJ,Sudeste,3300233,32260,3,0,1,0,0,Vários,4,12.3992560446373
ARMAZÉM,SC,Sul,4201505,8520,1,0,0,0,1,Vários,2,23.4741784037559
ARNEIROZ,CE,Nordeste,2301505,7777,0,0,0,0,1,Um,1,12.8584287000129
AROAZES,PI,Nordeste,2200905,5748,0,0,0,0,0,Nenhum,0,0
AROEIRAS,PB,Nordeste,2501302,19154,0,0,0,0,0,Nenhum,0,0
AROEIRAS DO ITAIM,PI,Nordeste,2200954,2511,0,0,0,0,0,Nenhum,0,0
ARRAIAL,PI,Nordeste,2201002,4656,0,0,0,0,0,Nenhum,0,0
ARRAIAL DO CABO,RJ,Sudeste,3300258,29304,3,0,0,0,0,Um,3,10.2375102375102
ARRAIAS,TO,Norte,1702406,10727,0,0,0,0,1,Um,1,9.32227090519251
ARROIO DO MEIO,RS,Sul,4301008,20272,2,0,0,0,0,Um,2,9.86582478295185
ARROIO DO PADRE,RS,Sul,4301073,2906,0,0,0,0,0,Nenhum,0,0
ARROIO DO SAL,RS,Sul,4301057,9050,0,0,0,0,0,Nenhum,0,0
ARROIO DO TIGRE,RS,Sul,4301206,13388,0,0,0,0,1,Um,1,7.46937556020317
ARROIO DOS RATOS,RS,Sul,4301107,14255,0,0,0,0,0,Nenhum,0,0
ARROIO GRANDE,RS,Sul,4301305,18922,5,0,1,0,1,Vários,7,36.9939752668851
ARROIO TRINTA,SC,Sul,4201604,3564,0,0,0,0,1,Um,1,28.0583613916947
ARTUR NOGUEIRA,SP,Sudeste,3503802,51986,1,1,2,0,0,Vários,4,7.69437925595353
ARUANÃ,GO,Centro-Oeste,5202502,9138,0,0,0,0,0,Nenhum,0,0
ARUJÁ,SP,Sudeste,3503901,86430,2,0,0,0,0,Um,2,2.31401133865556
ARVOREDO,SC,Sul,4201653,2261,0,0,0,0,0,Nenhum,0,0
ARVOREZINHA,RS,Sul,4301404,10614,0,0,1,0,1,Vários,2,18.8430374976446
ASCURRA,SC,Sul,4201703,7877,1,0,0,0,0,Um,1,12.6951885235496
ASPÁSIA,SP,Sudeste,3503950,1842,0,0,0,0,0,Nenhum,0,0
ASSAÍ,PR,Sul,4101903,15999,1,0,1,0,0,Vários,2,12.5007812988312
ASSARÉ,CE,Nordeste,2301604,23254,0,0,0,0,0,Nenhum,0,0
ASSIS,SP,Sudeste,3504008,102924,5,2,5,0,0,Vários,12,11.6590882592981
ASSIS BRASIL,AC,Norte,1200054,6986,0,0,0,0,0,Nenhum,0,0
ASSIS CHATEAUBRIAND,PR,Sul,4102000,34064,2,1,2,0,3,Vários,8,23.4852043212776
ASSUNÇÃO,PB,Nordeste,2501351,3921,0,0,0,0,0,Nenhum,0,0
ASSUNÇÃO DO PIAUÍ,PI,Nordeste,2201051,7717,0,0,0,0,0,Nenhum,0,0
ASTOLFO DUTRA,MG,Sudeste,3104601,14118,0,0,0,0,1,Um,1,7.08315625442697
ASTORGA,PR,Sul,4102109,26196,0,0,4,0,0,Um,4,15.2695067949305
ATALAIA,AL,Nordeste,2700409,47744,0,0,0,0,1,Um,1,2.09450402144772
ATALAIA,PR,Sul,4102208,3999,0,0,0,0,0,Nenhum,0,0
ATALAIA DO NORTE,AM,Norte,1300201,19054,0,1,0,0,0,Um,1,5.24824183898394
ATALANTA,SC,Sul,4201802,3254,0,0,0,0,1,Um,1,30.7314074984634
ATALÉIA,MG,Sudeste,3104700,13762,0,0,0,0,1,Um,1,7.26638569975294
ATIBAIA,SP,Sudeste,3504107,139683,4,1,2,0,1,Vários,8,5.72725385336798
ATILIO VIVACQUA,ES,Sudeste,3200706,11804,0,0,0,0,1,Um,1,8.4717045069468
AUGUSTINÓPOLIS,TO,Norte,1702554,18089,1,0,0,0,0,Um,1,5.52822157112057
AUGUSTO CORRÊA,PA,Norte,1500909,44734,0,0,0,0,2,Um,2,4.47087226717933
AUGUSTO DE LIMA,MG,Sudeste,3104809,5023,0,0,0,0,0,Nenhum,0,0
